Hong Kong-Style Egg Tart;http://bzfd.it/1X9xyrR;450464;26166;<class 'IndexError'>
Ice Cream Mooncakes;http://bzfd.it/1Qj6RM0;553487;17154;<class 'IndexError'>
Pork Cutlet Sliders;http://bzfd.it/1T3YZnC;262057;12061;<class 'IndexError'>
Fried Sticky Rice Mango Balls;http://bzfd.it/23ONdkN;254479;15031;<class 'IndexError'>
Carmelita Bars;http://bzfd.it/1K1E3uM;300634;19000;<class 'IndexError'>
Braised Short Rib Ragu;http://bzfd.it/20uS0sv;322263;19261;<class 'IndexError'>
Guacamole Onion Rings;http://bzfd.it/1S3VqOd;917240;175140;<class 'IndexError'>
Buffalo Chicken Sliders;http://bzfd.it/23HRIh4;268535;22324;<class 'IndexError'>
Kimchi Queso;http://bzfd.it/1P1LYXG;174911;17119;<class 'IndexError'>
Stuffed Super Bowl Cupcakes #SB50;http://bzfd.it/1KQoe4U;388636;25705;<class 'IndexError'>
Korean-Style Pork Belly Nachos;http://bzfd.it/1PZtR2s;323072;39368;<class 'IndexError'>
Spinach And Artichoke Cups;http://bzfd.it/1SOwR7O;201025;13388;<class 'IndexError'>
Chicken Fajita Quesadillas;http://bzfd.it/1QvK02h;543465;68197;<class 'IndexError'>
Slow Cooker BBQ Pork Ribs;http://bzfd.it/1RPqsJo;609339;99498;<class 'IndexError'>
Salted Caramel Potato Chip Cookies;http://bzfd.it/1ZU8C7v;172943;10019;<class 'IndexError'>
Mini Caramel Apple Tarts (Tartes Tatin);http://bzfd.it/1SJ6hNj;453605;19905;<class 'IndexError'>
Buffalo Chicken Potstickers;http://bzfd.it/1ZZS1EL;347873;30480;<class 'IndexError'>
Cheese Shell Mini Tacos;http://bzfd.it/1nuF6JU;563212;63073;<class 'IndexError'>
