Chicken And Asparagus Pasta; Chicken and Asparagus Penne;|Servings: 6-8||1 pound penne pasta||2 tablespoons olive oil and ¼ cup olive oil||4 cloves garlic, diced||1 pound chicken breasts, cubed||Salt, to taste ||Pepper, to taste||½ cup chicken broth||1 pound asparagus||1 cup grated parmesan cheese||2 cups cherry or grape tomatoes|||;|1. In a pot, cook pasta according to package instructions, drain, then set aside.||2. In the same pot, heat 2 tablespoons olive oil and sauté 2 garlic cloves. Add chicken breasts, season with salt and pepper, and fully cook. Remove cooked chicken from pot and set aside.||3. In the same pot, pour the chicken broth, then add asparagus, salt, pepper, and the remaining garlic and stir. Cover and reduce heat to a simmer for 5 minutes.||4. Add cooked chicken, penne, ¼ cup olive oil, parmesan, and tomatoes, and stir until fully incorporated and the cheese has melted. ||5. Serve while hot.||6.Enjoy!|||;https://img.buzzfeed.com/buzzfeed-static/static/2016-08/29/13/asset/buzzfeed-prod-fastlane01/sub-buzz-5174-1472491342-1.jpg?resize=625:781;https://img.youtube.com/vi/l_rwz8DQ8_M/2.jpg;{"video": {"size": "big", "width":"625", "height":"376", "url":"https://youtube.com/watch?v=l_rwz8DQ8_M", "id":"4345310_9541884", "length":"54", "published":"2016-08-31 14:34:49"}}
Grilled Citrus Salmon And Asparagus; Grilled Citrus Salmon and Asparagus;|Servings: 2||2 salmon fillets||¼ cup olive oil||Salt, to taste||Pepper, to taste||3 lemons (1 juiced, 2 sliced)||2 cloves garlic, minced||3 sprigs rosemary (1 for marinade, 2 for grilling)||1 sprig thyme||1 pound asparagus||Garnish:||Parsley|||;|1. In a resealable bag or dish, add salmon, olive oil, salt, pepper, juice of one lemon, minced garlic, one thyme sprig, and one rosemary sprig. ||2. Seal, mix marinade around, being careful not to bruise the fish, and allow to marinate in the refrigerator for at least one hour.||3. Preheat only half of the grill to medium-high heat for indirect grilling.||4. Slice the two remaining lemons horizontally, so that you get six slices of lemon from each one, excluding the top and bottom. ||5. Bend each piece of asparagus until the woody end snaps off and discard it.||6. Oil the grill with olive oil and place lemon slices over indirect heat (the side of the grill where the burners are not on). ||7. Lay salmon on top of the lemon slices and top with a sprig of rosemary on each fillet.||8. Close the cover and grill for 20 minutes.||9. Place the asparagus spears on the grill and brush with olive oil. Grill for 5 additional minutes.||10. Enjoy!|||;https://img.buzzfeed.com/buzzfeed-static/static/2016-08/31/16/asset/buzzfeed-prod-fastlane03/sub-buzz-28338-1472676059-1.jpg?resize=625:781;https://img.youtube.com/vi/tREWCmjiN3s/2.jpg;{"progload_video": {"size": "big", "width":"625", "height":"376", "url":"https://youtube.com/watch?v=tREWCmjiN3s", "id":"4347144_9558841", "length":"No image found", "published":"2016-09-03 15:17:53"}}
Freezer-Prep Fruit Smoothies 4 Ways 🍓🍍🍌; Easy Fruit Smoothies 4 Ways;|INGREDIENTS||Serves 2||1 banana, sliced||1 cup strawberries||1 cup raspberries||2 cups milk||PREPARATION||1. Mix fruits together in a plastic bag.||2. Seal bag and place in freezer for up to 6 months.||3. When ready, mix milk and fruit in a blender until consistency is smooth||4. Enjoy!|||;|INGREDIENTS||Serves 2||1 cup pineapple, cubed||1 cup mango, cubed||1 banana, sliced||2 cups milk||PREPARATION||1. Mix fruits together in a plastic bag.||2. Seal bag and place in freezer for up to 6 months.||3. When ready, mix milk and fruit in a blender until consistency is smooth.||4. Enjoy!|||;https://img.buzzfeed.com/buzzfeed-static/static/2016-08/31/13/asset/buzzfeed-prod-fastlane03/sub-buzz-2669-1472665364-1.jpg?resize=625:781;https://img.youtube.com/vi/GjedPLUBz0k/2.jpg;{"progload_video": {"size": "big", "width":"625", "height":"376", "url":"https://youtube.com/watch?v=GjedPLUBz0k", "id":"4347013_9565139", "length":"No image found", "published":"2016-09-05 15:19:43"}}
Dark Chocolate Apricot Energy Bars; Dark Chocolate Apricot Breakfast Bars;|Serving: 12 bars||1 cup puffed rice||½ cup oats ||½ cup pumpkin seeds||1 ⅓ cup almonds, roasted||½ cup dried apricot, diced||⅓ cup corn syrup||½ cup honey||1 teaspoon vanilla extract||1 bar dark chocolate|||;|1. Combine puffed rice, oats, rice, and apricot into a large bowl.||2. In a sauce pan, heat corn syrup and honey until it reaches 260°F/126°C. Then carefully add vanilla extract and remove from heat.||3. Immediately pour the honey mixture into the bowl, stir, and transfer it onto a parchment paper–lined baking sheet. ||4. Using a spatula press down the mixture to desired thickness. (Careful - it may still be quite warm!)||5. Refrigerate for 30 minutes. ||6. Heat 1 bar of dark chocolate for 1 minute, then drizzle over the top. Refrigerate for 30 minutes.||7. Remove parchment paper and cut into 12 even pieces.||8. Wrap each bar with wax paper and store up to 1 week.||9. Enjoy!||Inspired by: ||http://www.theyummylife.com/recipes/324|||;https://img.buzzfeed.com/buzzfeed-static/static/2016-08/8/20/asset/buzzfeed-prod-fastlane02/sub-buzz-25979-1470703959-4.jpg?resize=625:856;https://img.youtube.com/vi/ILjdEtFsNso/2.jpg;{"video": {"size": "big", "width":"625", "height":"376", "url":"https://youtube.com/watch?v=ILjdEtFsNso", "id":"4330998_9396905", "length":"68", "published":"2016-08-08 20:49:43"}}
Creamy Chipotle Chicken Lettuce Cups (Under 300 Calories); Creamy Chipotle Chicken Lettuce Tacos;|Serves 3||12 ounces shredded chicken breast||1 tablespoon coconut oil||1 cup whole milk||1 medium onion, diced||3 cloves of garlic, minced||1 teaspoon ground cumin||1 teaspoon dried oregano||1 canned chipotle pepper, minced||½ teaspoon salt||6 butter lettuce leaves||Pico de gallo salsa|||;|1. Heat the coconut oil in a large nonstick skillet. Toss in the diced onion and salt and sauté for about 5 minutes. ||2. Sprinkle in the ground cumin and dried oregano. ||3. Add the minced chipotle and garlic and sauté until the garlic is fragrant, about 30 seconds.||4. Pour in the milk and stir the mixture to combine. ||5. Once the mixture has bubbled and reduced slightly, mix in the shredded chicken until evenly coated. ||6. Spoon the mixture evenly onto butter lettuce leaves. Top with pico de gallo salsa and serve.||7. Enjoy!||*Note: You can use skim or low-fat milk instead of whole milk, but make sure to reduce it on a lower heat to avoid curdling the milk! (The lower the fat content, the less stable the milk - therefore, it will curdle much quicker.)|||;https://img.buzzfeed.com/buzzfeed-static/static/2016-08/2/13/asset/buzzfeed-prod-fastlane03/sub-buzz-1600-1470160024-1.jpg?resize=625:2388;https://img.youtube.com/vi/vY-gbPx5xLE/2.jpg;{"video": {"size": "big", "width":"625", "height":"376", "url":"https://youtube.com/watch?v=vY-gbPx5xLE", "id":"4326564_9357883", "length":"50", "published":"2016-08-02 13:46:11"}}
Watermelon Fruit Pizza 🍕; Watermelon Fruit Pizza;|Serves: 6||1 seedless watermelon, sliced into 1-inch thick rounds||1 kiwi, peeled and thinly sliced||1 pint blueberries||1 pint strawberries, diced||1 ½ cups plain Greek yogurt||1 teaspoon vanilla extract||2 tablespoons honey||1 tablespoon orange zest (1 orange)||2 tablespoons of orange juice (half an orange)|||;|1. Slice the watermelon into 1-inch thick rounds.||2. In a medium bowl, combine the Greek yogurt, vanilla, honey, orange zest, and orange juice and mix until well-combined.||3. Pour some of the yogurt mixture onto a watermelon round and smooth with a spatula so that the mixture covers the entire round.||4. Place the kiwi, blueberries, and strawberries decoratively on top of the yogurt sauce.||5. Cut the pizza into 6 even slices and serve.|||;https://img.buzzfeed.com/buzzfeed-static/static/2016-07/22/16/asset/buzzfeed-prod-fastlane01/sub-buzz-7079-1469219295-1.jpg?resize=625:781;https://img.youtube.com/vi/vzlRkmjfoG4/2.jpg;{"video": {"size": "big", "width":"625", "height":"376", "url":"https://youtube.com/watch?v=vzlRkmjfoG4", "id":"4319359_9293773", "length":"No image found", "published":"2016-07-22 16:41:09"}}
Chocolate Peppermint Squares 🍫; Chocolate Peppermint Squares;|Yield: 36 squares||For the crust:||10 graham cracker sheets (34.79g sugar) ||6 tablespoons butter, melted||For the peppermint cream:||1/2 cup coconut oil ||1/2 cup heavy cream (3.47g sugar)||1 teaspoon vanilla extract (.53g sugar)||3 teaspoons peppermint extract||2 tablespoons powdered sugar (15.65g sugar)||For the chocolate coating:||4 ounces dark chocolate (41.63g sugar)||2 tablespoons coconut oil|||;|1. Place graham crackers in a gallon-sized re-sealable plastic bag. Crush crackers with rolling pin until fine in texture.||2. In a bowl, combine crushed graham cracker with melted butter and mix well.||3. Line a 9×9 inch pan with parchment paper. ||4. Fill pan with graham cracker crumbs and pat down to create one even, compressed crust. Place in freezer.||5. In a large bowl, combine ingredients for peppermint cream with hand mixer until a thick, uniform cream is formed.||6. Remove pan from freezer and layer the peppermint cream on crust in one even layer. Freeze for at least 1 hour.||7. In a small bowl, combine chocolate and coconut oil (the exact amount of coconut oil needed may vary based on the chocolate used). Microwave in 20-second intervals, stirring between each, until chocolate is fully melted. ||8. Remove pan from freezer and cut the sheet sheet of peppermint cream and graham cracker into 36 squares (i.e. 6 lengthwise cuts and 6 crosswise cuts).||9. Place squares on a metal cooling rack and top with melted chocolate. ||10. Chill squares in fridge or freezer until ready to eat.||11. ||Sugar content calculated using USDA Food Composition Databases||https://ndb.nal.usda.gov/ndb/foods|||;https://img.buzzfeed.com/buzzfeed-static/static/2016-07/20/17/asset/buzzfeed-prod-fastlane01/sub-buzz-32635-1469048914-1.jpg?resize=625:781;https://img.youtube.com/vi/XrTPBInaato/2.jpg;{"video": {"size": "big", "width":"625", "height":"376", "url":"https://youtube.com/watch?v=XrTPBInaato", "id":"4317698_9277432", "length":"No image found", "published":"2016-07-20 17:00:59"}}
Avocado Chicken Salad Toast; Avocado Chicken Salad Toast;|Serving 4||1 avocado, cubed||¼ cup plain yogurt||1 tablespoon lime juice||½ teaspoon garlic powder||½ teaspoon black pepper||1 teaspoon salt||¼ cup red onion, diced||¼ cup celery, diced||1 tablespoon jalapeño, diced ||2 cups cooked chicken, chopped|||;|1. Combine avocado, yogurt, lime, garlic powder, black pepper, and salt in a medium bowl. Mash the avocado to desired consistency. ||2. Add onion, celery, jalapeño, and chicken into the avocado mixture and stir to coat evenly.||3. Serve on toast with optional topping of Sriracha and cilantro, and enjoy!|||;https://img.buzzfeed.com/buzzfeed-static/static/2016-07/18/14/asset/buzzfeed-prod-fastlane02/sub-buzz-9948-1468865066-4.jpg?resize=625:850;https://img.youtube.com/vi/jnPGAbjVlGc/2.jpg;{"video": {"size": "big", "width":"625", "height":"376", "url":"https://youtube.com/watch?v=jnPGAbjVlGc", "id":"4315917_9259064", "length":"50", "published":"2016-07-18 14:11:09"}}
Grilled Veggie & Steak Salad; Grilled Veggie & Steak Salad;|Servings: 2||For the vegetable dressing:||½ cup red wine vinegar||½ teaspoon pepper||¼ teaspoon salt||1 teaspoon oregano||2 cloves garlic||¼ cup olive oil||For the salad:||1 zucchini||1 summer squash||1 small red onion||1 red bell pepper||1 yellow bell pepper||1 ½ pound rib eye steak||Salt, to taste ||Pepper, to taste||1 bag mixed greens salad||For the salad dressing:||Olive oil, to taste||Red wine vinegar, to taste||Salt, to taste||Pepper, to taste|||;|1. Cut zucchini and summer squash in half lengthwise. Remove the insides of the bell peppers and cut into large chunks. Remove the top and bottom from the red onion and slice horizontally into three pieces.  ||2. Combine red wine vinegar, pepper, salt, oregano, and garlic. Whisk in the olive oil and coat vegetables in the dressing. ||3. Season the rib eye with salt and pepper. ||4. Grill steak over medium-high heat for 5-7 minutes on each side. (Times may vary depending on the grill and how well-done you like your steak).  ||5. Add the vegetables to the grill and cook the zucchini and summer squash for 5-7 minutes on each side. Cook the bell peppers and onions 4-6 minutes each side. (Times may vary depending on the grill) ||6. Remove steak from the grill and let rest for 10 minutes. ||7. Cut vegetables into bite-size pieces and slice the steak into strips. ||8. Arrange vegetables and steak on a bed of mixed greens. ||9. Drizzle olive oil, red wine vinegar, salt, and pepper over the salad. ||10. Serve & enjoy!|||;https://img.buzzfeed.com/buzzfeed-static/static/2016-07/8/17/asset/buzzfeed-prod-fastlane01/sub-buzz-6450-1468014924-22.jpg?resize=625:781;https://img.youtube.com/vi/kcdHVj8hPU4/2.jpg;{"video": {"size": "big", "width":"625", "height":"376", "url":"https://youtube.com/watch?v=kcdHVj8hPU4", "id":"4309700_9206587", "length":"No image found", "published":"2016-07-08 18:00:38"}}
Roasted Veggie Salad; Butternut Squash + Brussels Sprouts + Bell Pepper = Perfection.;|Serves: 4 ||1 red bell pepper, roughly chopped||1 lb butternut squash||1 lb Brussels sprouts, hulled and halved||2 tsp dried oregano||1 tsp salt||1 tsp black pepper||3 Tbsp. olive oil||4 oz mixed greens||Avocado Dressing||1 avocado||1 small garlic clove||Juice of 1 lime||1/4 cup olive oil||1/2 tsp salt||1/4 tsp black pepper|||;|1. Preheat oven to 400°F/200°C||2. In a large bowl, mix the butternut squash, bell pepper, Brussels sprouts, dried oregano, salt, pepper, and olive oil until the veggies are evenly coated. ||3. Pour the vegetables onto a baking sheet in one even layer and roast for 40 minutes.||4. To make the dressing, place the avocado, garlic, lime juice, olive oil, salt, and pepper in a blender or food processor and blend until the mixture is light and creamy.||5. To assemble the salad, place a handful of mixed greens on a plate and top with the roasted veggies. Spoon on the Avocado Dressing and serve!|||;https://img.buzzfeed.com/buzzfeed-static/static/2016-06/23/13/asset/buzzfeed-prod-fastlane02/sub-buzz-24625-1466704761-1.jpg?resize=625:781;https://img.youtube.com/vi/-n38kQC7pS0/2.jpg;{"progload_video": {"size": "big", "width":"625", "height":"376", "url":"https://youtube.com/watch?v=-n38kQC7pS0", "id":"4288921_8991785", "length":"No image found", "published":"2016-06-23 15:29:13"}}
Potato Asparagus Tart; Mmmm…;|Serves: 9 Slices ||4 red potatoes||3 cups of water ( enough to cover the potatoes)||1/2 cup heavy cream||1 teaspoon salt||1 teaspoon Italian seasoning||1/2 teaspoon ground black pepper||2 tablespoon melted butter||1 sheet puff pastry, defrosted||2 cups parmesan cheese||4 ounces goat cheese||1 bunch of asparagus||1 teaspoon salt||1 teaspoon ground black pepper||1 tablespoon olive oil||1 tablespoon lemon juice|||;|1. Preheat oven to 400ºF/200ºC.||2. Thinly slice potatoes and soak in cold water for 10 minutes, just enough to cover the potatoes. Then pat dry.||3. In a medium bowl, mix heavy cream, salt, Italian seasoning, black pepper and melted butter and stir. Add potato slices and evenly coat every piece in the cream mixture.||4. Line baking tray with parchment paper and place one sheet of puff pastry. With a fork, evenly poke the entire sheet.||5. Place shredded or grated parmesan cheese on the puff pastry. Then layer each potato slice to cover the sheet, leaving 1/2 inch on all sides.||6. With 2 spoons, scoop small amounts of goat cheese on top of the potatoes. Season with a pinch of salt and pepper.||7. Bake for for 30 min. or until the crust is golden brown.||8. With a peeler hold the bottom of the asparagus and carefully peel from bottom to the tip. Peel twice on one side, then flip over to peel the other side. It will give you a even ribbon.||9. Put all the asparagus ribbons into a bowl and mix in salt, pepper, olive oil and lemon juice. Toss the ribbons until evenly coated.||10. Place the asparagus ribbons on top of the freshly baked potato tart, then slice and enjoy!|||;https://img.buzzfeed.com/buzzfeed-static/static/2016-06/23/20/asset/buzzfeed-prod-fastlane02/sub-buzz-21523-1466727356-2.jpg?resize=625:782;https://img.youtube.com/vi/QUPHUdokq3I/2.jpg;{"progload_video": {"size": "big", "width":"625", "height":"376", "url":"https://youtube.com/watch?v=QUPHUdokq3I", "id":"4289339_9005778", "length":"No image found", "published":"2016-06-24 15:18:38"}}
Spaghetti Squash 4 Ways; Spaghetti Squash Four Ways;|INGREDIENTS||1 spaghetti squash||Oil, to brush||Salt and pepper, to season||1/2 cup of bacon, chopped||4 eggs||1/2 cup cheddar cheese||Green onion, garnish||PREPARATION||1. Preheat oven to 400º F / 200º C.||2. Half the squash and scoop out seeds. ||3. Brush the inner flesh with oil, season with salt and pepper. Place squash cut side down, and roast until tender, about 30 minutes. Then let cool.||4. Use a fork to scrape the squash strands and “fluff” it up.||5. Sprinkle bacon and cheese on top of the fluffed squash. Make a hole with a spoon and crack an egg inside.||6. Place breakfast squash halves back in the oven, and bake until filling is hot and eggs reach your desired doneness, about 10 minutes.||7. Garnish with chopped green onion and black pepper.||8. Serve immediately and enjoy!|||;|INGREDIENTS||1 spaghetti squash||Oil, to brush||Salt and pepper, to season||1/4 cup butter||1/4 cup all-purpose flour||1 3/4 cups milk||1/2 cup parmesan cheese, divided in half||1/4 cup cheddar cheese||1/4 mozzarella cheese||1/4 Monterey jack cheese||Chopped parsley, for garnish ||PREPARATION||1. Preheat oven to 400º F / 200º C.||2. Half the squash and scoop out seeds.||3. Brush the inner flesh with oil, season with salt and pepper. Place squash cut side down, and roast until tender, about 30 minutes. Then let cool.||4. Use a fork to scrape the squash strands and “fluff” it up.||5. In a saucepan, melt butter, stir in flour, and cook for about 2 minutes, stirring continuously.||6. Slowly stir in milk and beat until there are no lumps. Bring the sauce slowly to boil, stirring the whole time until the sauce is thickened.||7. Add all four cheeses to the sauce and stir until melted.||8. Pour the sauce into the squash halves, sprinkle salt and pepper to taste, and stir to ensure the squash is coated in the cheese sauce.||9. Bake until the filling is hot, about 5 minutes.||10. Garnish with chopped parsley.||11. Serve immediately and enjoy!|||;https://img.buzzfeed.com/buzzfeed-static/static/2016-06/30/13/asset/buzzfeed-prod-fastlane02/sub-buzz-12407-1467307140-1.jpg?resize=625:1238;https://img.youtube.com/vi/CXuNaKShob0/2.jpg;{"video": {"size": "big", "width":"625", "height":"376", "url":"https://youtube.com/watch?v=CXuNaKShob0", "id":"4298980_9086535", "length":"129", "published":"2016-06-30 13:17:43"}}
🍤Shrimp And Asparagus Stir Fry Under 300 Calories🍤; It’s healthy and delicious!;|4 tablespoons olive oil - 477 calories||1 pound raw shrimp - 539 calories||1 pound asparagus - 91 calories||1 teaspoons salt - 0 calories||½ teaspoon crushed red pepper - 3 calories||1 teaspoon garlic, minced - 4 calories||1 teaspoon ginger, minced - 2 calories||1 tablespoon low sodium soy sauce - 8 calories||2 tablespoons lemon juice - 7 calories|||;|1. In a large frying pan, heat 2 tablespoons olive oil over medium-high heat. Add shrimp to the pan, then season with ½ teaspoon of salt and ½ teaspoon crushed red pepper. Cook until the shrimp is pink. Remove the shrimp from the pan and set aside.||2. In the same pan, heat 2 tablespoons olive oil and add asparagus. Add ginger and garlic, then season with ½ teaspoon of salt. Stir frequently and cook until the asparagus is tender-crisp.||3. Return the shrimp to the pan, then add soy sauce. Stir until the ingredients are well combined. Just before the dish is ready, add lemon juice, stir once more, then serve while hot.||4. Enjoy!|||;https://img.buzzfeed.com/buzzfeed-static/static/2016-06/27/13/asset/buzzfeed-prod-fastlane01/sub-buzz-15215-1467047000-1.jpg?resize=625:625;https://img.youtube.com/vi/aavTZB4d_bc/2.jpg;{"progload_video": {"size": "big", "width":"625", "height":"376", "url":"https://youtube.com/watch?v=aavTZB4d_bc", "id":"4293138_9034709", "length":"43", "published":"2016-06-27 13:06:13"}}
🍓Strawberry Banana Frozen Yogurt #TastyJunior🍌; Just imagine your little tike’s hands making this delightful treat with you:;|Servings: 4||3 cups frozen strawberries||3 frozen bananas||2/3 cup plain Greek yogurt||Chopped fresh strawberries (optional)|||;|1. Combine frozen fruit and yogurt in a food processor, blend until smooth.||2. Spread mixture onto an 8×8 glass baking dish, and sprinkle on fresh strawberries.||3. Cover and freeze for 2 hours.  ||4. Enjoy!|||;https://img.buzzfeed.com/buzzfeed-static/static/2016-06/29/16/asset/buzzfeed-prod-fastlane03/sub-buzz-14384-1467232849-4.jpg?resize=625:781;https://img.youtube.com/vi/pGJOGelvRmA/2.jpg;{"progload_video": {"size": "big", "width":"625", "height":"376", "url":"https://youtube.com/watch?v=pGJOGelvRmA", "id":"4297071_9072657", "length":"No image found", "published":"2016-06-29 16:48:58"}}
Steak And Avocado Salad; Dress it up!;|Servings: 2-4||1 pound sirloin steak, about ½ inch thick||Salt & pepper||2 tablespoons oil||2 hearts romaine lettuce, chopped||3 hard-boiled eggs, diced||2 avocados, diced||2 cups cherry tomatoes, halved||3 tablespoons caesar dressing|||;|Salt and pepper the steak on both sides, being sure to rub in the seasoning.||Heat the oil in a pan over high heat until slightly smoking.||Sear the steak for about 2 minutes per side, then rest it on a cutting board for 10 minutes.||Slice the steak.||In a large bowl, combine the lettuce, eggs, avocados, cherry tomatoes, steak, and dressing, tossing the salad until evenly coated.||Serve!|||;https://img.buzzfeed.com/buzzfeed-static/static/2016-06/8/17/asset/buzzfeed-prod-fastlane01/sub-buzz-10395-1465420522-3.jpg?resize=625:781;https://img.youtube.com/vi/9RyTA9pwnyA/2.jpg;{"progload_video": {"size": "big", "width":"625", "height":"376", "url":"https://youtube.com/watch?v=9RyTA9pwnyA", "id":"4273395_8841045", "length":"51", "published":"2016-06-08 17:39:34"}}
Sweet & Spicy Oven-Fried Chicken; Dinner’s ready!;|Servings: 6||For the seasoning:||1/2 tablespoon ground ginger||1/2 tablespoon allspice||1/2 tablespoon thyme||1/2 tablespoon rosemary||1 tablespoon salt||1/2 teaspoon onion powder||1/2 teaspoon pepper||1/2 teaspoon cinnamon||1/4 teaspoon nutmeg||1/4 teaspoon garlic powder||1/4 teaspoon paprika||1 teaspoon cayenne||1 1/2 tablespoons brown sugar||For the chicken: ||1 cup flour||2 eggs, beaten||1 cup Panko bread crumbs||2 pounds chicken legs and thighs (skin-on, bone-in)||1/4 cup butter, melted|||;|1. Preheat oven to 350˚F/175˚C||2. Combine all seasoning ingredients and mix well. Add 2 tablespoons of the seasoning mixture to the Panko bread crumbs, set aside. (The extra seasoning can be used and stored for 1- 2 years!) ||3. Coat the chicken in flour, then egg, and finally seasoned Panko. ||4. Pour melted butter into the bottom of the 9×13 inch pan.||5. Place each coated piece of chicken skin side down in the butter.||6. Bake for 1 hour at 350˚F/175˚C (times and temperatures may vary depending on the oven), flipping the chicken over halfway through.||7. Serve & enjoy!|||;https://img.buzzfeed.com/buzzfeed-static/static/2016-06/16/15/asset/buzzfeed-prod-fastlane02/sub-buzz-16369-1466104351-5.jpg?resize=625:781;https://img.youtube.com/vi/uDZIun4_LE8/2.jpg;{"progload_video": {"size": "big", "width":"625", "height":"376", "url":"https://youtube.com/watch?v=uDZIun4_LE8", "id":"4280702_8948241", "length":"No image found", "published":"2016-06-21 12:52:27"}}
Bacon, Lettuce, Tomato, and Avocado Salad; Scoop up all that delicious bacon.;|8 strips bacon||1 head of romaine lettuce, chopped||2 handfuls cherry or grape tomatoes, halved||Half a cucumber||2 avocados, chopped||4 Tbsp. olive oil||2 Tbsp. Balsamic Vinegar||1 tsp mustard||1 tsp salt||1 lemon, juiced|||;|1. Cook bacon until crispy. Drain on a paper towel, then set aside.||2. Place chopped lettuce, tomatoes, cucumber, avocados, and bacon in a large bowl.||3. In a small bowl, mix olive oil, balsamic vinegar, mustard, salt, and lemon juice to form the dressing.||4. Toss the salad with the dressing and enjoy!||Inspired by: http://www.thelondoner.me/2014/01/blt-bowl.html|||;https://img.buzzfeed.com/buzzfeed-static/static/2016-06/10/14/asset/buzzfeed-prod-fastlane02/sub-buzz-24665-1465582355-11.jpg?resize=625:625;https://img.youtube.com/vi/EGMidGy3F5E/2.jpg;{"progload_video": {"size": "big", "width":"625", "height":"376", "url":"https://youtube.com/watch?v=EGMidGy3F5E", "id":"4275320_8874586", "length":"55", "published":"2016-06-13 13:09:49"}}
Slow Cooker Balsamic Chicken; Slow Cooker Balsamic Chicken;|1 tablespoon. olive oil||4 cloves garlic, minced||1 pound baby carrots||8 boneless, skinless chicken thighs||1 teaspoon salt||1 teaspoon pepper||1 teaspoon garlic powder||1 teaspoon dried basil||½ cup balsamic vinegar||1 onion, sliced||1 pound green beans||Fresh chopped parsley for garnish|||;|1. Pour olive oil and garlic in the bottom of a 6-qt slow cooker. Line the bottom with baby carrots, then place the chicken thighs over the carrots. ||2. Season the chicken thighs with salt, pepper, garlic powder, basil and vinegar. Top with sliced onion.||3. Cover and cook on low heat for 8 hours or high for 4 hours. Add green beans during the last 30 minutes of cooking time.||4. Sprinkle with fresh chopped parsley and serve immediately. Enjoy!|||;https://img.buzzfeed.com/buzzfeed-static/static/2016-05/30/16/asset/buzzfeed-prod-web03/sub-buzz-9088-1464639951-1.jpg?resize=625:625;https://img.youtube.com/vi/Oj3mAiuMpNI/2.jpg;{"video": {"size": "big", "width":"625", "height":"376", "url":"https://youtube.com/watch?v=Oj3mAiuMpNI", "id":"4263449_8756457", "length":"No image found", "published":"2016-05-30 16:30:38"}}
Banana Chocolate Chip Muffins 🍌;Banana Chocolate Chip Muffins;|3 ripe bananas||½ cup milk||1 cup quick oats||1 cup wheat flour||3 eggs||1 teaspoon vanilla||½ teaspoon cinnamon||1 cup greek yogurt||2 tablespoons honey||½ cup dark chocolate chips|||;|1. Preheat oven to 350°F/180˚C.||2. In a blender, combine all ingredients except chocolate chips. Blend thoroughly, mixing up with a spoon if needed.||3. Divide mixture among 12 lined muffin tins.||4. Sprinkle chocolate chips on top of the muffins.||5. Bake 20 minutes.||6. Enjoy!|||;https://img.buzzfeed.com/buzzfeed-static/static/2016-08/17/16/asset/buzzfeed-prod-fastlane03/sub-buzz-20301-1471467132-3.jpg?resize=625:781;https://img.youtube.com/vi/1WwYWUVoc_o/2.jpg;{"video": {"size": "big", "width":"625", "height":"376", "url":"https://youtube.com/watch?v=1WwYWUVoc_o", "id":"4337409_9454635", "length":"39", "published":"2016-08-17 17:08:59"}}
Hot Dog Cups;Hot Dog Cups #TastyJr;|Servings: 8||8 hot dogs||⅓ cup ketchup||1 tablespoon yellow mustard||1 teaspoon Worcestershire sauce||8 refrigerated biscuits||1 cup shredded cheddar cheese|||;|1. Preheat oven to 350°F/180°C.||2. Cut hot dogs lengthwise and chop into small pieces.  Mix with ketchup, mustard, and Worcestershire sauce.||3. Press each biscuit into the cups of a greased muffin tin. Fill with hot dog mixture.||4. Bake for 10 minutes. Remove from oven and top with shredded cheddar cheese.||5. Bake for an additional 5 minutes.||6. Enjoy!|||;https://img.buzzfeed.com/buzzfeed-static/static/2016-08/3/14/asset/buzzfeed-prod-fastlane03/sub-buzz-4878-1470248567-2.jpg?resize=625:781;https://img.youtube.com/vi/oylgoW1NAJM/2.jpg;{"video": {"size": "big", "width":"625", "height":"376", "url":"https://youtube.com/watch?v=oylgoW1NAJM", "id":"4327511_9365969", "length":"44", "published":"2016-08-03 14:44:40"}}
BBQ Chicken Pasta Bake #TastyJunior; BBQ Chicken Pasta Bake;|Servings: 8||2 cups rotisserie chicken, shredded||1 (14.5 ounce) can diced tomatoes, drained||1 (15.25 ounce) can corn, drained||½ red onion, diced||1 ½ cups ranch dressing||1 cup BBQ sauce||16 ounces fusilli pasta||Pepper, to taste||2 cups shredded mozzarella||Fresh parsley|||;|1. Preheat oven to 350°F/180°C.||2. In a bowl, combine chicken, tomatoes, corn, onion, ranch, and BBQ sauce. ||3. Add the pasta, and mix until evenly coated.||4. Pour mixture into a 9×13 baking dish. Sprinkle with pepper to taste.||5. Top with mozzarella, and bake uncovered for 30 minutes.||6. Top with fresh parsley.||7. Enjoy!|||;https://img.buzzfeed.com/buzzfeed-static/static/2016-07/8/14/asset/buzzfeed-prod-fastlane01/sub-buzz-20619-1468003300-2.jpg?resize=625:781;https://img.youtube.com/vi/jLPSoBTVT-U/2.jpg;{"video": {"size": "big", "width":"625", "height":"376", "url":"https://youtube.com/watch?v=jLPSoBTVT-U", "id":"4309791_9204982", "length":"No image found", "published":"2016-07-08 14:46:04"}}
